index	vritti
6.4.5	स्वादिषु विभक्तिषु, दीर्घः, अङ्गस्य
6.4.6	स्वादिषु विभक्तिषु, दीर्घः, अङ्गस्य
6.4.7	स्वादिषु विभक्तिषु, दीर्घः, अङ्गस्य
6.4.8	स्वादिषु विभक्तिषु, दीर्घः, अङ्गस्य
6.4.9	स्वादिषु विभक्तिषु, दीर्घः, अङ्गस्य
6.4.10	स्वादिषु विभक्तिषु, दीर्घः, अङ्गस्य
6.4.11	स्वादिषु विभक्तिषु, दीर्घः, अङ्गस्य
6.4.12	स्वादिषु विभक्तिषु, दीर्घः, अङ्गस्य
6.4.13	स्वादिषु विभक्तिषु, दीर्घः, अङ्गस्य
6.4.14	स्वादिषु विभक्तिषु, दीर्घः, अङ्गस्य
6.4.15	झलादौ क्ङिति, दीर्घः, अङ्गस्य
6.4.16	झलादौ क्ङिति, दीर्घः, अङ्गस्य
6.4.17	झलादौ क्ङिति, दीर्घः, अङ्गस्य
6.4.18	झलादौ क्ङिति, दीर्घः, अङ्गस्य
6.4.19	झलादौ क्ङिति, श्-ऊठ्, अङ्गस्य
6.4.20	शूठ्, अङ्गस्य
6.4.21	शूठ्, अङ्गस्य
6.4.22	शूठ्, अङ्गस्य
6.4.23	न-लोपः, अङ्गस्य
6.4.24	न-लोपः, अङ्गस्य
6.4.25	न-लोपः, अङ्गस्य
6.4.26	न-लोपः, अङ्गस्य
6.4.27	न-लोपः, अङ्गस्य
6.4.28	न-लोपः, अङ्गस्य
6.4.29	न-लोपः, अङ्गस्य
6.4.30	न-लोपः, अङ्गस्य
6.4.31	न-लोपः, अङ्गस्य
6.4.32	न-लोपः, अङ्गस्य
6.4.33	न-लोपः, अङ्गस्य
6.4.34	शास उपधाया इकारादेशः, अङ्गस्य
6.4.35	शासः शा, अङ्गस्य
6.4.36	हन्तेर् जः, अङ्गस्य
6.4.37	अनुनासिक-लोपः, अङ्गस्य
6.4.38	अनुनासिक-लोपः, अङ्गस्य
6.4.39	अनुनासिक-लोपः, अङ्गस्य
6.4.40	अनुनासिक-लोपः, अङ्गस्य
6.4.41	अनुनासिकस्य आत्वम्, अङ्गस्य
6.4.42	अनुनासिकस्य आत्वम्, अङ्गस्य
6.4.43	अनुनासिकस्य आत्वम्, अङ्गस्य
6.4.44	अनुनासिकस्य आत्वम्, अङ्गस्य
6.4.45	अनुनासिकस्य आत्वम्, अङ्गस्य
6.4.46	आर्धधातुके, अङ्गस्य
6.4.47	भ्रस्जो रमागमः, आर्धधातुके, अङ्गस्य
6.4.48	अतो लोपः, आर्धधातुके, अङ्गस्य
6.4.49	यलोपः, आर्धधातुके, अङ्गस्य
6.4.50	यलोपः, आर्धधातुके, अङ्गस्य
6.4.51	णेर् लोपः, आर्धधातुके, अङ्गस्य
6.4.52	णेर् लोपः, आर्धधातुके, अङ्गस्य
6.4.53	णेर् लोपः, आर्धधातुके, अङ्गस्य
6.4.54	णेर् लोपः, आर्धधातुके, अङ्गस्य
6.4.55	णेर् अयादेशः, आर्धधातुके, अङ्गस्य
6.4.56	णेर् अयादेशः, आर्धधातुके, अङ्गस्य
6.4.57	णेर् अयादेशः, आर्धधातुके, अङ्गस्य
6.4.58	दीर्घः -ल्यपि निष्ठायाम् , आर्धधातुके, अङ्गस्य
6.4.59	दीर्घः -ल्यपि निष्ठायाम् , आर्धधातुके, अङ्गस्य
6.4.60	दीर्घः -ल्यपि निष्ठायाम् , आर्धधातुके, अङ्गस्य
6.4.61	दीर्घः -ल्यपि निष्ठायाम् , आर्धधातुके, अङ्गस्य
6.4.62	चिण्-वत्, क्ङिति आर्धधातुके, अङ्गस्य
6.4.63	दीङो युडागमः, आर्धधातुके, अङ्गस्य
6.4.64	लोप आकारस्य, आर्धधातुके, अङ्गस्य
6.4.65	ईत्वम् अकारस्य, आर्धधातुके, अङ्गस्य
6.4.66	ईत्वम्, आर्धधातुके, अङ्गस्य
6.4.67	एत्वम्, आर्धधातुके, अङ्गस्य
6.4.68	एत्वम्, आर्धधातुके, अङ्गस्य
6.4.69	एत्वम्, आर्धधातुके, अङ्गस्य
6.4.70	मयतेर् इत्वम्, आर्धधातुके, अङ्गस्य
6.4.71	आड्-आट्, अङ्गस्य
6.4.72	आड्-आट्, अङ्गस्य
6.4.73	आड्-आट्, अङ्गस्य
6.4.74	आड्-आट्, अङ्गस्य
6.4.75	आड्-आट्, अङ्गस्य
6.4.76	इर् → रे, अङ्गस्य
6.4.77	इयङ् उवङ्, अङ्गस्य
6.4.78	इयङ् उवङ्, अङ्गस्य
6.4.79	इयङ् उवङ्, अङ्गस्य
6.4.80	इयङ् उवङ्, अङ्गस्य
6.4.81	यण्, अङ्गस्य
6.4.82	यण्, अङ्गस्य
6.4.83	यण्, अङ्गस्य
6.4.84	यण्, अङ्गस्य
6.4.85	यण्, अङ्गस्य
6.4.86	यण्, अङ्गस्य
6.4.87	यण्, अङ्गस्य
6.4.88	भुवो वुक्, अङ्गस्य
6.4.89	उपधाया ऊत्त्वम्, अङ्गस्य
6.4.90	उपधाया ऊत्त्वम्, अङ्गस्य
6.4.91	उपधाया ऊत्त्वम्, अङ्गस्य
6.4.92	उपधा-ह्रस्व-दीर्घौ, अङ्गस्य
6.4.93	उपधा-ह्रस्व-दीर्घौ, अङ्गस्य
6.4.94	उपधा-ह्रस्व-दीर्घौ, अङ्गस्य
6.4.95	उपधा-ह्रस्व-दीर्घौ, अङ्गस्य
6.4.96	उपधा-ह्रस्व-दीर्घौ, अङ्गस्य
6.4.97	उपधा-ह्रस्व-दीर्घौ, अङ्गस्य
6.4.98	उपधा-लोपः, किति ङिति
6.4.99	उपधा-लोपः, किति ङिति
6.4.100	उपधा-लोपः, किति ङिति
6.4.101	हेर् धिः, किति ङिति, सार्वधातुके
6.4.102	हेर् धिः, किति ङिति, सार्वधातुके
6.4.103	हेर् धिः, किति ङिति, सार्वधातुके
6.4.104	चिणो लुक्, किति ङिति, सार्वधातुके
6.4.105	हेः लुक्, किति ङिति, सार्वधातुके
6.4.106	उ-लोपः, किति ङिति, सार्वधातुके
6.4.107	उ-लोपः, किति ङिति, सार्वधातुके
6.4.108	उ-लोपः, किति ङिति, सार्वधातुके
6.4.109	उ-लोपः, किति ङिति, सार्वधातुके
6.4.110	करोतेर् अत उत्, किति ङिति, सार्वधातुके
6.4.111	अकारलोपः श्नसोः, किति ङिति, सार्वधातुके
6.4.112	आ-लोपः श्नाभ्यस्तयोः, किति ङिति, सार्वधातुके
6.4.113	ईत्वम् श्नाभ्यस्तयोः, किति ङिति, सार्वधातुके
6.4.114	इत्वम्, किति ङिति, सार्वधातुके
6.4.115	इत्वम्, किति ङिति, सार्वधातुके
6.4.116	इत्वम्, किति ङिति, सार्वधातुके
6.4.117	आत्वम्, किति ङिति, सार्वधातुके
6.4.118	जहातेर् लोपः, किति ङिति, सार्वधातुके
6.4.119	घ्वसोर् अभ्यासलोपौ, किति ङिति, सार्वधातुके
6.4.120	लिटि एत्वम् अभ्यासलोपः
6.4.121	लिटि एत्वम् अभ्यासलोपः
6.4.122	लिटि एत्वम् अभ्यासलोपः
6.4.123	लिटि एत्वम् अभ्यासलोपः
6.4.124	लिटि एत्वम् अभ्यासलोपः
6.4.125	लिटि एत्वम् अभ्यासलोपः
6.4.126	लिटि एत्वम् अभ्यासलोपः
6.4.127	तृ-आदेशः
6.4.128	तृ-आदेशः
6.4.129	भस्य
6.4.130	पादः पादादेशः, भस्य
6.4.131	सम्प्रसारणम्, भस्य
6.4.132	सम्प्रसारणम्, भस्य
6.4.133	सम्प्रसारणम्, भस्य
6.4.134	अङ्गलोपः, भस्य
6.4.135	अङ्गलोपः, भस्य
6.4.136	अङ्गलोपः, भस्य
6.4.137	अङ्गलोपः, भस्य
6.4.138	अङ्गलोपः, भस्य
6.4.139	अङ्गलोपः, भस्य
6.4.140	अङ्गलोपः, भस्य
6.4.141	अङ्गलोपः, भस्य
6.4.142	अङ्गलोपः, भस्य
6.4.143	टेर् लोपः, भस्य
6.4.144	टेर् लोपः, भस्य
6.4.145	टेर् लोपः, भस्य
6.4.146	उकारान्तस्य, भस्य
6.4.147	उकारान्तस्य, भस्य
6.4.148	इवर्णान्तस्य, भस्य
6.4.149	यलोपः, भस्य
6.4.150	यलोपः, भस्य
6.4.151	यलोपः, भस्य
6.4.152	यलोपः, भस्य
6.4.153	छस्य लुक्, भस्य
6.4.154	इष्ठेमेयःसु आदेशः, भस्य
6.4.155	इष्ठेमेयःसु आदेशः, भस्य
6.4.156	इष्ठेमेयःसु आदेशः, भस्य
6.4.157	इष्ठेमेयःसु आदेशः, भस्य
6.4.158	इष्ठेमेयःसु आदेशः, भस्य
6.4.159	इष्ठेमेयःसु आदेशः, भस्य
6.4.160	इष्ठेमेयःसु आदेशः, भस्य
6.4.161	इष्ठेमेयःसु आदेशः, भस्य
6.4.162	इष्ठेमेयःसु आदेशः, भस्य
6.4.163	प्रकृतिभावः अङ्गस्य, भस्य
6.4.164	प्रकृतिभावः अङ्गस्य, भस्य
6.4.165	प्रकृतिभावः अङ्गस्य, भस्य
6.4.166	प्रकृतिभावः अङ्गस्य, भस्य
6.4.167	प्रकृतिभावः अङ्गस्य, भस्य
6.4.168	प्रकृतिभावः अङ्गस्य, भस्य
6.4.169	प्रकृतिभावः अङ्गस्य, भस्य
6.4.170	प्रकृतिभावः अङ्गस्य, भस्य
6.4.171	निपातनानि, भस्य
6.4.172	निपातनानि, भस्य
6.4.173	निपातनानि, भस्य
6.4.174	निपातनानि, भस्य
6.4.175	निपातनानि, भस्य
7.1.1	प्रत्ययादेशः
7.1.2	प्रत्ययादेशः
7.1.3	प्रत्ययादेशः
7.1.4	प्रत्ययादेशः
7.1.5	प्रत्ययादेशः
7.1.6	प्रत्ययादेशः
7.1.7	प्रत्ययादेशः
7.1.8	प्रत्ययादेशः
7.1.9	प्रत्ययादेशः - सुप्
7.1.10	प्रत्ययादेशः - सुप्
7.1.11	प्रत्ययादेशः - सुप्
7.1.12	प्रत्ययादेशः - सुप्
7.1.13	प्रत्ययादेशः - सुप्
7.1.14	प्रत्ययादेशः - सुप्
7.1.15	प्रत्ययादेशः - सुप्
7.1.16	प्रत्ययादेशः - सुप्
7.1.17	प्रत्ययादेशः - सुप्
7.1.18	प्रत्ययादेशः - सुप्
7.1.19	प्रत्ययादेशः - सुप्
7.1.20	प्रत्ययादेशः - सुप्
7.1.21	प्रत्ययादेशः - सुप्
7.1.22	प्रत्ययादेशः - सुप्
7.1.23	प्रत्ययादेशः - सुप्
7.1.24	प्रत्ययादेशः - सुप्
7.1.25	प्रत्ययादेशः - सुप्
7.1.26	प्रत्ययादेशः - सुप्
7.1.27	प्रत्ययादेशः - सुप्
7.1.28	प्रत्ययादेशः - सुप्
7.1.29	प्रत्ययादेशः - सुप्
7.1.30	प्रत्ययादेशः - सुप्
7.1.31	प्रत्ययादेशः - सुप्
7.1.32	प्रत्ययादेशः - सुप्
7.1.33	प्रत्ययादेशः - सुप्
7.1.34	प्रत्ययादेशः
7.1.35	प्रत्ययादेशः
7.1.36	प्रत्ययादेशः
7.1.37	प्रत्ययादेशः
7.1.38	प्रत्ययादेशः, छन्दसि
7.1.39	प्रत्ययादेशः, छन्दसि
7.1.40	प्रत्ययादेशः, छन्दसि
7.1.41	प्रत्ययादेशः, छन्दसि
7.1.42	प्रत्ययादेशः, छन्दसि
7.1.43	प्रत्ययादेशः, छन्दसि
7.1.44	प्रत्ययादेशः, छन्दसि
7.1.45	प्रत्ययादेशः, छन्दसि
7.1.46	प्रत्ययादेशः, छन्दसि
7.1.47	प्रत्ययादेशः, छन्दसि
7.1.48	प्रत्ययादेशः, छन्दसि
7.1.49	प्रत्ययादेशः, छन्दसि
7.1.50	स्वादि-पर-कार्याणि, असुक्, छन्दसि
7.1.51	असुक्
7.1.52	स्वादि-पर-कार्याणि, सुट्
7.1.53	स्वादि-पर-कार्याणि, त्रेस्ताय
7.1.54	स्वादि-पर-कार्याणि, नुट्
7.1.55	स्वादि-पर-कार्याणि, नुट्
7.1.56	स्वादि-पर-कार्याणि, नुट्
7.1.57	स्वादि-पर-कार्याणि, नुट्
7.1.58	नुम्
7.1.59	नुम्
7.1.60	नुम्
7.1.61	नुम्
7.1.62	नुम्
7.1.63	नुम्
7.1.64	नुम्
7.1.65	नुम्
7.1.66	नुम्
7.1.67	नुम्
7.1.68	नुम्
7.1.69	नुम्
7.1.70	स्वादि-पर-कार्याणि, नुम्
7.1.71	स्वादि-पर-कार्याणि, नुम्
7.1.72	स्वादि-पर-कार्याणि, नुम्
7.1.73	स्वादि-पर-कार्याणि, नुम्
7.1.74	स्वादि-पर-कार्याणि, नुम्
7.1.75	स्वादि-पर-कार्याणि, नुम्
7.1.76	स्वादि-पर-कार्याणि, नुम्
7.1.77	स्वादि-पर-कार्याणि, नुम्
7.1.78	स्वादि-पर-कार्याणि, नुम्
7.1.79	स्वादि-पर-कार्याणि, नुम्
7.1.80	स्वादि-पर-कार्याणि, नुम्
7.1.81	स्वादि-पर-कार्याणि, नुम्
7.1.82	स्वादि-पर-कार्याणि, नुम्
7.1.83	स्वादि-पर-कार्याणि, नुम्
7.1.84	स्वादि-पर-कार्याणि, दिव्
7.1.85	स्वादि-पर-कार्याणि
7.1.86	स्वादि-पर-कार्याणि, सर्वनाम-परतः कार्याणि
7.1.87	स्वादि-पर-कार्याणि, सर्वनाम-परतः कार्याणि
7.1.88	स्वादि-पर-कार्याणि, सर्वनाम-परतः कार्याणि
7.1.89	स्वादि-पर-कार्याणि, सर्वनाम-परतः कार्याणि
7.1.90	स्वादि-पर-कार्याणि, सर्वनाम-परतः कार्याणि
7.1.91	स्वादि-पर-कार्याणि, सर्वनाम-परतः कार्याणि
7.1.92	स्वादि-पर-कार्याणि, सर्वनाम-परतः कार्याणि
7.1.93	स्वादि-पर-कार्याणि, सर्वनाम-परतः कार्याणि
7.1.94	स्वादि-पर-कार्याणि, सर्वनाम-परतः कार्याणि
7.1.95	स्वादि-पर-कार्याणि, सर्वनाम-परतः कार्याणि
7.1.96	स्वादि-पर-कार्याणि, सर्वनाम-परतः कार्याणि
7.1.97	स्वादि-पर-कार्याणि, सर्वनाम-परतः कार्याणि
7.1.98	स्वादि-पर-कार्याणि, सर्वनाम-परतः कार्याणि
7.1.99	स्वादि-पर-कार्याणि, सर्वनाम-परतः कार्याणि
7.1.100	ऋकार-आदेशः
7.1.101	ऋकार-आदेशः
7.1.102	ऋकार-आदेशः
7.1.103	ऋकार-आदेशः
7.2.1	सिचि वृद्धिः
7.2.2	सिचि वृद्धिः
7.2.3	सिचि वृद्धिः
7.2.4	सिचि वृद्धिः
7.2.5	सिचि वृद्धिः
7.2.6	सिचि वृद्धिः
7.2.7	सिचि वृद्धिः
7.2.8	इट्-आगमः, अनिट्-प्रत्ययः
7.2.9	इट्-आगमः, अनिट्-प्रत्ययः
7.2.10	इट्-आगमः, अनिट्-धातवः
7.2.11	इट्-आगमः, निषेधः
7.2.12	इट्-आगमः, निषेधः
7.2.13	इट्-आगमः, निषेधः
7.2.14	इट्-आगमः, निषेधः, निष्ठा
7.2.15	इट्-आगमः, निषेधः, निष्ठा
7.2.16	इट्-आगमः, निषेधः, निष्ठा
7.2.17	इट्-आगमः, निषेधः, निष्ठा
7.2.18	इट्-आगमः, निषेधः, निष्ठा
7.2.19	इट्-आगमः, निषेधः, निष्ठा
7.2.20	इट्-आगमः, निषेधः, निष्ठा
7.2.21	इट्-आगमः, निषेधः, निष्ठा
7.2.22	इट्-आगमः, निषेधः, निष्ठा
7.2.23	इट्-आगमः, निषेधः, निष्ठा
7.2.24	इट्-आगमः, निषेधः, निष्ठा
7.2.25	इट्-आगमः, निषेधः, निष्ठा
7.2.26	इट्-आगमः, निषेधः, निष्ठा
7.2.27	इट्-आगमः, निषेधः, निष्ठा
7.2.28	इट्-आगमः, निषेधः, निष्ठा
7.2.29	इट्-आगमः, निषेधः
7.2.30	इट्-आगमः, निषेधः
7.2.31	इट्-आगमः, निषेधः
7.2.32	इट्-आगमः, निषेधः
7.2.33	इट्-आगमः, निषेधः
7.2.34	इट्-आगमः, निषेधः
7.2.35	इट्-आगमः, आर्धधातुकस्य
7.2.36	इट्-आगमः, आर्धधातुकस्य
7.2.37	इटो दीर्घः
7.2.38	इटो दीर्घः
7.2.39	इटो दीर्घः
7.2.40	इटो दीर्घः
7.2.41	इट्-आगमः, आर्धधातुकस्य
7.2.42	इट्-आगमः, आर्धधातुकस्य
7.2.43	इट्-आगमः, आर्धधातुकस्य
7.2.44	वेट्-धातवः
7.2.45	वेट्-धातवः
7.2.46	वेट्-धातवः
7.2.47	इट्-आगमः, क्त्वा-निष्ठयोः सनि तासि च
7.2.48	इट्-आगमः, क्त्वा-निष्ठयोः सनि तासि च
7.2.49	इट्-आगमः, क्त्वा-निष्ठयोः सनि तासि च
7.2.50	इट्-आगमः, क्त्वा-निष्ठयोः सनि तासि च
7.2.51	इट्-आगमः, क्त्वा-निष्ठयोः सनि तासि च
7.2.52	इट्-आगमः, क्त्वा-निष्ठयोः सनि तासि च
7.2.53	इट्-आगमः, क्त्वा-निष्ठयोः सनि तासि च
7.2.54	इट्-आगमः, क्त्वा-निष्ठयोः सनि तासि च
7.2.55	इट्-आगमः, क्त्वा-निष्ठयोः सनि तासि च
7.2.56	इट्-आगमः, क्त्वा-निष्ठयोः सनि तासि च
7.2.57	इट्-आगमः, क्त्वा-निष्ठयोः सनि तासि च
7.2.58	इट्-आगमः, क्त्वा-निष्ठयोः सनि तासि च
7.2.59	इट्-आगमः, क्त्वा-निष्ठयोः सनि तासि च
7.2.60	इट्-आगमः, क्त्वा-निष्ठयोः सनि तासि च
7.2.61	इट्-आगमः, थल्
7.2.62	इट्-आगमः, थल्
7.2.63	इट्-आगमः, थल्
7.2.64	इट्-आगमः, थल्
7.2.65	इट्-आगमः, थल्
7.2.66	इट्-आगमः, थल्
7.2.67	इट्-आगमः, क्वासौ
7.2.68	इट्-आगमः, क्वासौ
7.2.69	इट्-आगमः, क्वासौ
7.2.70	इट्-आगमः, स्य-सिच्-सन्
7.2.71	इट्-आगमः, स्य-सिच्-सन्
7.2.72	इट्-आगमः, स्य-सिच्-सन्
7.2.73	इट्-आगमः, स्य-सिच्-सन्
7.2.74	इट्-आगमः, स्य-सिच्-सन्
7.2.75	इट्-आगमः, स्य-सिच्-सन्
7.2.76	सार्वधातुके इडागमः
7.2.77	सार्वधातुके इडागमः
7.2.78	सार्वधातुके इडागमः
7.2.79	सार्वधातुके
7.2.80	सार्वधातुके
7.2.81	सार्वधातुके
7.2.82	सार्वधातुके
7.2.83	सार्वधातुके
7.2.84	विभक्तौ परतः प्रकृति-आदेशः, आकार-आदेशः
7.2.85	विभक्तौ परतः प्रकृति-आदेशः, आकार-आदेशः
7.2.86	विभक्तौ परतः प्रकृति-आदेशः, आकार-आदेशः, युष्मदस्मदोः
7.2.87	विभक्तौ परतः प्रकृति-आदेशः, आकार-आदेशः, युष्मदस्मदोः
7.2.88	विभक्तौ परतः प्रकृति-आदेशः, आकार-आदेशः, युष्मदस्मदोः
7.2.89	विभक्तौ परतः प्रकृति-आदेशः, आकार-आदेशः, युष्मदस्मदोः
7.2.90	विभक्तौ परतः प्रकृति-आदेशः, लोपः विभक्तौ, युष्मदस्मदोः
7.2.91	विभक्तौ परतः प्रकृति-आदेशः, मपर्यन्तस्य, युष्मदस्मदोः
7.2.92	विभक्तौ परतः प्रकृति-आदेशः, मपर्यन्तस्य, युष्मदस्मदोः
7.2.93	विभक्तौ परतः प्रकृति-आदेशः, मपर्यन्तस्य, युष्मदस्मदोः
7.2.94	विभक्तौ परतः प्रकृति-आदेशः, मपर्यन्तस्य, युष्मदस्मदोः
7.2.95	विभक्तौ परतः प्रकृति-आदेशः, मपर्यन्तस्य, युष्मदस्मदोः
7.2.96	विभक्तौ परतः प्रकृति-आदेशः, मपर्यन्तस्य, युष्मदस्मदोः
7.2.97	विभक्तौ परतः प्रकृति-आदेशः, मपर्यन्तस्य, युष्मदस्मदोः
7.2.98	विभक्तौ परतः प्रकृति-आदेशः, मपर्यन्तस्य, युष्मदस्मदोः
7.2.99	विभक्तौ परतः प्रकृति-आदेशः
7.2.100	विभक्तौ परतः प्रकृति-आदेशः
7.2.101	विभक्तौ परतः प्रकृति-आदेशः
7.2.102	विभक्तौ परतः प्रकृति-आदेशः
7.2.103	विभक्तौ परतः प्रकृति-आदेशः
7.2.104	विभक्तौ परतः प्रकृति-आदेशः
7.2.105	विभक्तौ परतः प्रकृति-आदेशः
7.2.106	विभक्तौ परतः प्रकृति-आदेशः
7.2.107	विभक्तौ परतः प्रकृति-आदेशः
7.2.108	विभक्तौ परतः प्रकृति-आदेशः
7.2.109	विभक्तौ परतः प्रकृति-आदेशः
7.2.110	विभक्तौ परतः प्रकृति-आदेशः
7.2.111	विभक्तौ परतः प्रकृति-आदेशः
7.2.112	विभक्तौ परतः प्रकृति-आदेशः
7.2.113	विभक्तौ परतः प्रकृति-आदेशः
7.2.114	वृद्धि-प्रकरणम्
7.2.115	वृद्धि-प्रकरणम्, ञ्णिति
7.2.116	वृद्धि-प्रकरणम्, तद्धितेषु किति, ञ्णिति
7.2.117	वृद्धि-प्रकरणम्, तद्धितेषु किति, ञ्णिति
7.2.118	वृद्धि-प्रकरणम्, तद्धितेषु किति, ञ्णिति
7.3.1	वृद्धि-प्रकरणम्, तद्धितेषु किति, ञ्णिति
7.3.2	वृद्धि-प्रकरणम्, तद्धितेषु किति, ञ्णिति
7.3.3	वृद्धि-प्रकरणम्, तद्धितेषु किति, ञ्णिति
7.3.4	वृद्धि-प्रकरणम्, तद्धितेषु किति, ञ्णिति
7.3.5	वृद्धि-प्रकरणम्, तद्धितेषु किति, ञ्णिति
7.3.6	वृद्धि-प्रकरणम्, तद्धितेषु किति, ञ्णिति
7.3.7	वृद्धि-प्रकरणम्, तद्धितेषु किति, ञ्णिति
7.3.8	वृद्धि-प्रकरणम्, तद्धितेषु किति, ञ्णिति
7.3.9	वृद्धि-प्रकरणम्, तद्धितेषु किति, ञ्णिति
7.3.10	वृद्धि-प्रकरणम्, उत्तरपदस्य वृद्धिः तद्धितेषु किति, ञ्णिति
7.3.11	वृद्धि-प्रकरणम्, उत्तरपदस्य वृद्धिः तद्धितेषु किति, ञ्णिति
7.3.12	वृद्धि-प्रकरणम्, उत्तरपदस्य वृद्धिः तद्धितेषु किति, ञ्णिति
7.3.13	वृद्धि-प्रकरणम्, उत्तरपदस्य वृद्धिः तद्धितेषु किति, ञ्णिति
7.3.14	वृद्धि-प्रकरणम्, उत्तरपदस्य वृद्धिः तद्धितेषु किति, ञ्णिति
7.3.15	वृद्धि-प्रकरणम्, उत्तरपदस्य वृद्धिः तद्धितेषु किति, ञ्णिति
7.3.16	वृद्धि-प्रकरणम्, उत्तरपदस्य वृद्धिः तद्धितेषु किति, ञ्णिति
7.3.17	वृद्धि-प्रकरणम्, उत्तरपदस्य वृद्धिः तद्धितेषु किति, ञ्णिति
7.3.18	वृद्धि-प्रकरणम्, उत्तरपदस्य वृद्धिः तद्धितेषु किति, ञ्णिति
7.3.19	वृद्धि-प्रकरणम्, उभयपद-वृद्धिः तद्धितेषु किति, ञ्णिति
7.3.20	वृद्धि-प्रकरणम्, उभयपद-वृद्धिः तद्धितेषु किति, ञ्णिति
7.3.21	वृद्धि-प्रकरणम्, उभयपद-वृद्धिः तद्धितेषु किति, ञ्णिति
7.3.22	वृद्धि-प्रकरणम्, उभयपद-वृद्धिः तद्धितेषु किति, ञ्णिति
7.3.23	वृद्धि-प्रकरणम्, उभयपद-वृद्धिः तद्धितेषु किति, ञ्णिति
7.3.24	वृद्धि-प्रकरणम्, उभयपद-वृद्धिः तद्धितेषु किति, ञ्णिति
7.3.25	वृद्धि-प्रकरणम्, उभयपद-वृद्धिः तद्धितेषु किति, ञ्णिति
7.3.26	वृद्धि-प्रकरणम्, उभयपद-वृद्धिः तद्धितेषु किति, ञ्णिति
7.3.27	वृद्धि-प्रकरणम्, उभयपद-वृद्धिः तद्धितेषु किति, ञ्णिति
7.3.28	वृद्धि-प्रकरणम्, उभयपद-वृद्धिः तद्धितेषु किति, ञ्णिति
7.3.29	वृद्धि-प्रकरणम्, उभयपद-वृद्धिः तद्धितेषु किति, ञ्णिति
7.3.30	वृद्धि-प्रकरणम्, उभयपद-वृद्धिः तद्धितेषु किति, ञ्णिति
7.3.31	वृद्धि-प्रकरणम्, उभयपद-वृद्धिः तद्धितेषु किति, ञ्णिति
7.3.32	ञ्णिति
7.3.33	ञ्णिति
7.3.34	ञ्णिति
7.3.35	ञ्णिति
7.3.36	णौ परतः विधयः
7.3.37	णौ परतः विधयः
7.3.38	णौ परतः विधयः
7.3.39	णौ परतः विधयः
7.3.40	णौ परतः विधयः
7.3.41	णौ परतः विधयः
7.3.42	णौ परतः विधयः
7.3.43	णौ परतः विधयः
7.3.44	कात्पूर्वस्य अत इत्-त्वम्
7.3.45	कात्पूर्वस्य अत इत्-त्वम्
7.3.46	कात्पूर्वस्य अत इत्-त्वम्
7.3.47	कात्पूर्वस्य अत इत्-त्वम्
7.3.48	कात्पूर्वस्य अत इत्-त्वम्
7.3.49	कात्पूर्वस्य अत इत्-त्वम्
7.3.50	प्रत्ययादेशाः, विविधाः आदेशाः
7.3.51	प्रत्ययादेशाः, विविधाः आदेशाः
7.3.52	चजोः कुत्वम्, विविधाः आदेशाः
7.3.53	चजोः कुत्वम्, विविधाः आदेशाः
7.3.54	चजोः कुत्वम्, विविधाः आदेशाः
7.3.55	चजोः कुत्वम्, विविधाः आदेशाः
7.3.56	चजोः कुत्वम्, विविधाः आदेशाः
7.3.57	चजोः कुत्वम्, विविधाः आदेशाः
7.3.58	चजोः कुत्वम्, विविधाः आदेशाः
7.3.59	चजोः कुत्वम्, विविधाः आदेशाः
7.3.60	चजोः कुत्वम्, विविधाः आदेशाः
7.3.61	चजोः कुत्वम्, विविधाः आदेशाः
7.3.62	चजोः कुत्वम्, विविधाः आदेशाः
7.3.63	चजोः कुत्वम्, विविधाः आदेशाः
7.3.64	चजोः कुत्वम्, विविधाः आदेशाः
7.3.65	चजोः कुत्वम्, विविधाः आदेशाः
7.3.66	चजोः कुत्वम्, विविधाः आदेशाः
7.3.67	चजोः कुत्वम्, विविधाः आदेशाः
7.3.68	चजोः कुत्वम्, विविधाः आदेशाः
7.3.69	चजोः कुत्वम्, विविधाः आदेशाः
7.3.70	लोप-लुक्, विविधाः आदेशाः
7.3.71	सार्वधातुके अङ्गकार्याणि, विविधाः आदेशाः
7.3.72	सार्वधातुके अङ्गकार्याणि, विविधाः आदेशाः
7.3.73	सार्वधातुके अङ्गकार्याणि, विविधाः आदेशाः
7.3.74	सार्वधातुके अङ्गकार्याणि, विविधाः आदेशाः
7.3.75	सार्वधातुके अङ्गकार्याणि, विविधाः आदेशाः
7.3.76	सार्वधातुके अङ्गकार्याणि, विविधाः आदेशाः
7.3.77	सार्वधातुके अङ्गकार्याणि, विविधाः आदेशाः
7.3.78	सार्वधातुके अङ्गकार्याणि, विविधाः आदेशाः
7.3.79	सार्वधातुके अङ्गकार्याणि, विविधाः आदेशाः
7.3.80	सार्वधातुके अङ्गकार्याणि
7.3.81	सार्वधातुके अङ्गकार्याणि
7.3.82	सार्वधातुके अङ्गकार्याणि, गुणः
7.3.83	सार्वधातुके अङ्गकार्याणि, गुणः
7.3.84	सार्वधातुके आर्धधातुके च अङ्गकार्याणि, गुणः
7.3.85	सार्वधातुके आर्धधातुके च अङ्गकार्याणि, गुणः
7.3.86	सार्वधातुके आर्धधातुके च अङ्गकार्याणि, गुणः
7.3.87	सार्वधातुके अङ्गकार्याणि
7.3.88	क्ङिति सार्वधातुके अङ्गकार्याणि
